Tenure,CityTier,WarehouseToHome,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,DaySinceLastOrder,CashbackAmount,Churn
6.645288704,3,10.70991632,0.90330544,2,3.09669456,2.09669456,1.19338912,1.09669456,3.80661088,0,13.90330544,0,0.19338912,120.9033054,1
2.397716293,1,24.55908652,1,3,4.440913483,4,1.559086517,1,7.279543259,0.279543259,13,2.279543259,3.720456741,150.118173,1
0.281825003,1,6.84547501,1,2.281825003,3.281825003,4,2.127300013,0.718174997,9.436349993,1,14.281825,2,2.281825003,147.154525,1
0,1,11.6,0,2,3,3,3,2,2,1,13,3.184301397,7,124,1
0,1,13.00787238,0.96063812,2,4,3,4.92127624,2,1.03936188,0.96063812,21.92127624,0.03936188,2,123.1180856,1
0,1,19.60873868,0.021846712,2,1.065540136,3,2.978153288,2,3.956306576,1,13.97815329,0,2.956306576,124,1
1,3,30,0,3,5,0,5,0.774485603,3,0,14,1.774485603,11,198,1
18,3,8,1,2,3,2,1.865566573,2,5,0,16,0.134433427,3,152,1
1,3,30,0,3,5,0,5,0.467720616,3,0,14,1.467720616,11,198,1
0,1.605896815,19.75764127,1,2,4,3,1,2,2,0.394103185,12.39410318,0,0.394103185,125.2117936,1
11.9149446,1.571648199,11.4298892,0.428351801,3,4,3,1.856703601,1.428351801,7,0.428351801,12.7134072,0.571648199,1.143296399,121.5716482,1
15.10842661,3,10.9457867,1,3,3.027106652,0.054213305,3.918680043,2,9.891573391,0.972893348,18.9457867,6.864466738,6.918680043,183.8102534,1
2.567003005,2.783501503,30,0,3,1.649495492,0.783501503,4.216498497,1.783501503,6.298990984,1,16,1.216498497,1.602088881,230.4845105,1
0.010513225,2.978973551,26.03153967,0,3,4.989486775,2.021026449,3,1,4.021026449,1,11.01051322,0.010513225,2,146,1
0.761889894,1,32.71433032,0,3.523779789,4,3.523779789,3.761889894,1.238110106,2.761889894,0.761889894,20.47622021,6.047559578,8.761889894,145,1
0,3,6.106695506,1,2,5,2,4,2,7,0,15,0,0,167,1
0,1,16,0.567160079,2,3.432839921,4,3.865679842,2,2,0.567160079,11.86567984,0,0.567160079,111.7313597,1
0,1,31,1,2.214216989,3.464457527,3,2.928915054,2,3.393372581,1,22.14216989,1,1.464457527,125.6777124,1
1,1,13,1,3,4,4,5,2,4,0,12,1.523016607,4,155,1
1,1,15.22158276,0.610791381,3.610791381,4.610791381,4,3,0,2.389208619,1,17.61079138,1,1.778417237,157.0539569,1
12.54969814,3,17.66227361,0.112575465,3,4,0,2,0.225150929,2.887424535,0,18.66227361,0.887424535,7.887424535,201.3245472,1
1,3,11.89393351,1,3,5,2,2.787867021,2,3,1,12.10606649,2.318199468,4.106066489,182.1060665,1
0.335816365,1,33.32836727,1,3,4.335816365,2.671632729,4.664183635,2,4.671632729,0.335816365,20.33581636,0.671632729,3,144.6790818,1
2.337265065,1,31,1,2.153972098,3.615069754,3,3.230139508,2,3.845209262,1,21.53972098,0.384930246,1.615069754,124.9246512,1
0.370763025,1,11.70763025,1,2.926907562,1.219277314,4,4.780722686,0.146184876,2,0.926907562,21.07309244,0.926907562,0,115.6345378,1
13.9620585,3,7,1,3,3.962058499,2,3,1.962058499,5.113824503,0.962058499,14.8861755,1.962058499,1,171.8102925,1
1,1,31.49104096,1,3.50895904,4.50895904,4,1,2,3,1,25,1.50895904,1.49104096,150.9641638,1
0,1,20,0,2,3,0,1.452824805,2,1,1,12,3.094350389,7,176,1
2.114777264,3,11,1,3,4,0.557388632,4.721305684,2,2.278694316,0.721305684,21.88522274,5.114777264,7.078694316,220.4426114,1
8,1,22,0,4,4,0,1.958871873,0.041128127,3,0,12,1,6,205,1
9,3,15,1,2,3,0,1,1,5,0,11,3.428742782,3,201,1
1,3,9,0,3,5,4,3,2,3,0,14,1.579829576,3,145,1
0.717449732,1.565100535,20.43489946,0,2.717449732,3.717449732,0.565100535,1.565100535,2,2.565100535,1,12.43489946,4.152349197,6.304698395,200.4348995,1
0,1,24.40938839,0,2.72099171,3.72099171,3,4,1.27900829,4.604958548,0,16.27900829,0.72099171,1.27900829,124.7209917,1
0,3,9.404968587,1,2,4.404968587,0,1.595031413,0.404968587,2,0.595031413,11,4.214905762,7.404968587,203.4049686,1
8.002414128,2.001207064,7.009656513,1,3.997585872,5,0.001207064,4.997585872,1,10.99637881,0,14.99517174,3.003621193,7.204345431,229.9987929,1
13.05496631,3,7,1,3,3.054966307,2,3,1.054966307,7.835101079,0.054966307,12.16489892,1,1,167.2748315,1
0,1.578541818,15.50574982,0.421458182,2.652874909,3,3,3,0.578541818,2,0,13.73562545,2,2,126.5785418,1
1,1,11.49543295,0.917427842,3.082572158,4.082572158,4,2.247716474,2,19.0091341,1,23.75228353,2,1,148.0825722,1
0,3,17.6,1,2,4,3,4,0.84547917,2,1,18,0,0,124,1
6.758251767,1.879125884,14.60437058,0,3.439562942,4.879125884,5,3.439562942,1.439562942,3.439562942,0.439562942,18.51208741,2,10.31868883,316.9230594,1
0.489539869,2.020920263,8.020920263,0.510460131,2.979079737,3.020920263,0,2.979079737,0.979079737,2.489539869,0.510460131,11.48953987,3.489539869,7.489539869,201.0418405,1
1,1.517584817,10.51758482,0.741207592,3,4.741207592,4,2.258792408,0.517584817,2.258792408,1,12.51758482,1.258792408,1,154,1
1,3,29.63291426,1,3,3.367085738,4,3.632914262,2,3,0.683542869,19.36708574,1.683542869,1,140.1012572,1
1,3,7.173934041,1,3,5,0.173934041,3.08696702,0.173934041,7.173934041,0.08696702,12.08696702,2,6.121753828,230.3912309,1
0,3,7.696780216,0.303219784,2.539356043,3.696780216,3,1.606439568,1.696780216,6.787120865,0,14.30321978,0.303219784,0.606439568,128.3032198,1
1,3,31,1,3.033441561,2.133766242,4,4.899675318,2,3,0.033441561,17.89967532,2,1,136,1
2,1,8,1,2,3,1,1.055292618,1,8,0,11,9.834122145,15.33364886,222,1
2.660486839,1,8.33487829,0.33487829,2.8,4.66512171,3,1.33487829,0.66512171,3.660486839,1,12.33024342,0,0,128.3348783,1
0.570853936,1,9,1,3.570853936,3.570853936,4,4.429146064,1.570853936,4.287438191,0,13,1,1.429146064,139.4291461,1
0,1,8,1,3,3,4,1,0.909595391,7,1,13,0.180809218,2,137,1
1,3,11.98144853,0.993816177,3.993816177,4.006183823,4,3.993816177,2,3,0.993816177,14.99381618,2,1.012367645,144.0061838,1
0,3,10,1,2,4,2,1.81068357,2,2,1,12,6.432050711,4,158,1
4.258152236,3,10.25815224,1,2.051630447,3.051630447,1.896739106,3.845108658,2,2,0,17.89673911,3.948369553,7,194.1032609,1
0,3,9.908674266,1,2,4.908674266,0,1.908674266,0.091325734,2,0.091325734,11,6.634697063,7.908674266,203.9086743,1
0.161447686,3,16,0.838552314,2.322895372,4,0.322895372,5,1.161447686,8.708418512,0.161447686,17.16144769,0.161447686,0.645790744,203.6457907,1
1.157014789,3,10.84298521,0.960746303,3.039253697,4.960746303,2,1,2,3.274775881,1,12.9607463,4.842985211,5.039253697,183.0785074,1
0,1.924919713,9.924919713,0.537540144,2.492491971,3.537540144,3,1.924919713,1.462459856,1.462459856,1,11.92491971,0.462459856,0,129,1
0,1,15.97160673,0,2,4,4,4.985803366,2,2,0,12.98580337,0.985803366,0,113.9858034,1
0,1,13.2,1,2,4,3,5,2,8,0,11,0.257631999,0,126,1
1,3,11.44994367,1,3,5,2,1.899887349,2,3,1,12.55005633,3.650168977,4.550056326,182.5500563,1
1,1,24.69290891,1,3,5,4,1,1.692908911,4.228364356,0.692908911,13.69290891,1,2.614182178,149,1
0.733160378,1.533679244,9.199481134,1,3.466320756,4.266839622,3.466320756,4.733160378,0.533679244,7,0,14.26683962,1.466320756,2.199481134,165.5336792,1
1.990843026,1.009156974,7.990843026,1,2,3.004578487,0.995421513,1.009156974,1,7.990843026,0,11,9.977107565,15.5401017,221.9267442,1
0,1.575022399,16,1,2.712488801,3.287511199,0,3.575022399,1,7.862533598,0,12.7250672,1.862533598,0,200.8625336,1
0,1,21.0764402,0.461779898,2.538220102,4.538220102,4,4.538220102,1.538220102,2,1,22.9235598,2.614660306,4.691100509,138.0764402,1
0,1,20,0,2,3,0,1.466676452,2,1,1,12,3.066647096,7,176,1
0.405645259,2.188709481,8.783064222,0.594354741,2.811290519,2.594354741,0,4.594354741,2,1.811290519,0.594354741,17.94354741,2.811290519,7.405645259,197.2169358,1
0.830838106,3,27.66167621,0.830838106,3,5,3.661676212,3.830838106,1.661676212,3.169161894,1,13.49251432,1,1.169161894,146,1
1,2.954913126,7.045086874,0,3,4.977456563,4,3.045086874,0.977456563,8.022543437,0.977456563,20.02254344,1.022543437,3.112717184,152.9774566,1
0.853317187,1,9.413268747,0,3,3.55995156,3.413268747,3.146682813,2,2.853317187,0,12.70663437,6.413268747,7.853317187,167.1734625,1
1.501666972,1.996666057,8.498333028,1,2.498333028,3.996666057,1.498333028,2.996666057,1.498333028,8.498333028,0.498333028,11.99666606,4.508334859,10.81133541,222.9966661,1
10,3,16,1,3,4,0,1,1,6,0,12,2.587018309,8.6,226,1
6.772738946,1,24.45452211,1,3,4.318216839,4,3,1,10.31821684,1,16.09095579,1.772738946,1.454522107,149.9090442,1
0,3,22.82485172,1,2.45621293,3.175148282,2,1,1.45621293,7.912425859,1,13.54378707,0.54378707,2.912425859,153.5437871,1
2.54905376,1,27.24716128,1,2.694970133,3.305029867,3,4.694970133,1.305029867,7.084910399,1,20.69497013,0.694970133,2,123.6949701,1
16.42416486,1,12.04853449,1,2.484832972,3,3,3,1,9.515167028,0.515167028,11.51516703,2.90899783,7.484832972,124.0303341,1
1.019429659,1.990285171,13,1,4,4,4,5,1,6.029144488,1,22.99028517,2,3,146.0291445,1
1,1,7.388658344,0.388658344,2.611341656,4.222683312,3.222683312,4.611341656,1,3.777316688,0.611341656,11.61134166,0.611341656,2.165975031,148.3886583,1
0,1,24.2806368,0,2.629026287,3.629026287,3,4,1.370973713,4.145131437,0,16.37097371,0.629026287,1.370973713,124.6290263,1
1,1.455695945,24.91139189,0.227847972,3.772152028,4.227847972,4,4,1.227847972,3,0.227847972,14,2,1,146.772152,1
9.636299907,3,33.48861247,0.170462512,3.659074977,2.340925023,1.659074977,3.170462512,2,5.488612465,1,12.82953749,1.659074977,3.318149954,189.340925,1
18.69290512,1,14.38451581,0.384515814,3,5.384515814,0,3.461936745,1.384515814,7.077420931,0.615484186,15.38451581,2,4.246193675,227.6916107,1
1,1,13.95912315,0.65304105,3.65304105,5.65304105,4,4.306082099,0,3,1,13.04087685,1.65304105,8,147.0408769,1
1,1.431807095,13,1,4,2.86361419,4,5,1,4.295421285,1,22.4318071,1,1.86361419,143.1590355,1
13,3,18,0,3,4,0,1.781779826,0.218220174,3,0,19,1,8,202,1
7.187338426,1,13.51582697,1,3,3,3,3.968346064,2,2.968346064,0.484173032,12.96834606,0.515826968,1.452519096,120.4525191,1
1,1,9,1,3.79401445,4.411971099,4,1.20598555,0.79401445,7.79401445,1,14,1.411971099,3,161.5880289,1
0,1.576488903,14.23768003,1,2,4,3,5,1.423511097,6.270533291,0.576488903,13.30595561,1,0,124.2705333,1
0,1,13,0,2.6,3,3,3,0.342069435,2,1,16,0,2,129,1
0,1.380042513,34.04989372,0,2,4,2,3.190021256,2,1.809978744,0.190021256,22.19002126,3.190021256,8.380042513,145.1900213,1
3.808551647,1.238289671,25.71486901,0.761710329,2.447657934,2.476579341,3,3.238289671,1,5.808551647,0.761710329,12,1.761710329,1.523420659,128.2382897,1
0,3,19.44876596,0.22438298,2,3.44876596,2,3.326851061,1.77561702,6.22438298,0.22438298,11.67314894,0,0.44876596,157.1024681,1
0.504502924,1.504502924,18.51350877,0.504502924,3,5,3.009005848,4.504502924,0.504502924,6,0.504502924,15.50450292,2.009005848,0.504502924,148,1
1,2.478301508,17,1,3.260849246,4.739150754,0,4.478301508,1,10.21745226,0,16.43490452,3.956603016,8.756509548,227.2174523,1
1,3,11.00908703,1,3,5,2,2.009087035,2,3,1,12.99091297,7.94547779,4.990912965,182.990913,1
7.77374544,1,9.166935549,1,2,3,3,5,1,5.703404945,0.351702473,12.70340495,0.648297527,2,122.5931901,1
0,1,23.4310627,0,3,4,3,4.488906179,1.488906179,6.488906179,0.488906179,17.95562471,1,0.511093821,124.5110938,1
0,1,6.554482186,1,2,3,4,1,1,10,1,14,2,2,148,1
1,1,9.966968515,1,3.966968515,4,4,4.933937029,1.033031485,7.033031485,0,14.13212594,2.033031485,2.966968515,165.1321259,1
0.686081306,1.857601632,24.8294431,0.428800816,2,4,3,4.571199184,1.428800816,2,1,11.85760163,0.428800816,0,122.1423984,1
13,3,7.955978955,1,2.863431578,3,2,3,1,7.453726311,0.136568422,12.27313684,0.863431578,1.273136844,167.1365684,1
1,3,7.418350709,1,3,5,0,2.721099528,0.139450236,6.442199055,0.139450236,12,2.278900472,6.223120378,230.5816493,1
2.138412926,3,12.15396768,0.430793537,3,4.430793537,2,3.861587074,1.430793537,6.861587074,0.569206463,18.56920646,1.569206463,1.861587074,177.4307935,1
1,1.264040747,18,0.132020373,3.867979627,5.471918507,2,3.867979627,0.132020373,7.39606112,0,15.60393888,2,1.264040747,172.8679796,1
16.25068273,2.166211515,8,0.416894243,2.416894243,4.166211515,5,3.250682728,0.416894243,3.667576971,0.416894243,13.53351539,3.332423029,6.915528786,298.4168942,1
1,3,23,0.281985822,4,4,0,4.436028356,1.718014178,4,0.718014178,19.02609925,1.281985822,2.866836863,209.8720567,1
17.51182573,1,16.65160789,0.372043568,3,3.372043568,4,3.627956432,0,10.37204357,1,16.13978216,1.372043568,4.860217839,150,1
1,1,14.18489903,1,3.907550483,4.092449517,4,4.092449517,2,2.907550483,1,23.90755048,2,1.184899034,149.815101,1
21,1,9,1,3,4,4,3,2,6,0,25,1.457900295,1,150,1
8,1,8.183438173,1,3,4,4,4.394479391,0.605520609,4.183438173,0.605520609,13,2,3.605520609,148.3944794,1
0.867060182,2.867060182,32.46824073,0,2.867060182,4.734120365,1.734120365,5,1.867060182,7.398819453,0.132939818,15.86706018,1.867060182,2,193.0635185,1
0,1,22,0,2.04879906,1,3,5,2,2,0,16,12.07205637,14,127,1
0,1,9.033265772,0.033265772,2,3,4,2.933468455,1.966734228,2,0.033265772,12.09979732,5.933468455,6.966734228,140.8669369,1
1,1,21,1,3,4,4,1.04186188,0.95813812,7,1,14,1.95813812,5,149,1
18.51421014,1.495263286,13.49526329,0.247631643,2.247631643,4,0.495263286,4.504736714,0.752368357,7.257105071,1,14.24763164,1.247631643,7.761841785,198.2665785,1
18.91168827,1,9.696103911,1,3,4.651948045,4,2.348051955,1,11,1,14.30389609,1,3.436363688,149.348052,1
0,1.208888518,25.26889019,0.895555741,2.895555741,3,0.208888518,3,0.208888518,4,0.104444259,11.89555574,0.895555741,0.208888518,198.1044443,1
3.267022233,2.933244442,30.20026667,0.033377779,3,1.100133337,0.966622221,4,1.933244442,4.933244442,1,15.89986666,1.166888896,0.333777791,232.3671556,1
13.4434391,3,6.443439103,1,3,3.443439103,2,3,1.443439103,6.669682691,0.443439103,13.33031731,1.443439103,1,169.2171955,1
0,3,7.679002954,1,2.320997046,4,2,4.320997046,1.679002954,6.074017726,0.679002954,11.67900295,1.679002954,3.604985228,198.3580059,1
7.208752106,2.052188027,12.68265809,1,3,5.052188027,1,2.526094013,1,9,0,12,7.473905987,8.630470066,250.6826581,1
1.312230794,2.375538413,8,1,3.375538413,4.375538413,1.687769206,3.751076825,1,4.561153968,0,11.68776921,4.497846349,11.54849244,222,1
1.546949031,1,15.90610194,0.273474515,4,4.726525485,4,5,1.726525485,8.273474515,1,21.27347452,2,1.546949031,149,1
1.263526825,2.472946349,30.47294635,1,3,2.263526825,4,5,2,2.472946349,0,16.68236587,0.736473175,1.527053651,136.7905805,1
1.948342643,1,8.948342643,1,3,4,2.103314714,3.845027929,1,6.258286786,0.051657357,12.15497207,1.103314714,4.896685286,173.9483426,1
5,3,7,0,4,4,2,1.950705507,2,10,1,12,1.950705507,6,185,1
1,1.386287705,22.77257541,0.613712295,3.613712295,4,4,3,1,2.613712295,0.386287705,12.61371229,1.613712295,2.22742459,151.3862877,1
0.646526808,1,8.646526808,1,3.293053616,4.293053616,4,3,2,7.646526808,0.646526808,16.35347319,1.353473192,1,145.2930536,1
1,1,29,1,4,4,2,3,0.684366785,3,1,16,5.368733569,8,187,1
1.6,1,8.491019763,1,2.508980237,3,4,3.508980237,2,2,0,12.49101976,0,0,114,1
0,1.641467165,16.96220075,1,2,3,2,5,1.679266418,2.320733582,0,15.64146716,0,6.075598506,142,1
0,1.384515837,18.48464525,0,2,3.807742082,3,2.807742082,1.192257918,2,1,14,0,6.038710408,123.8077421,1
0.309469549,2.381060902,6.928408647,1,2.309469549,4.690530451,2.618939098,3.690530451,2,7.309469549,0,15.92840865,0.309469549,0.618939098,167.6189391,1
1,1,8.050191454,0.974904273,2.025095727,3.025095727,2.050191454,4.025095727,1.025095727,5.050191454,0.025095727,11.02509573,1.025095727,4.025095727,149.0752872,1
0,1,12.7066639,0,2.164445367,4,3,2.177773166,2,2,0.411113417,19.17777317,0.588886583,1.177773166,127.2333403,1
1,1.555287223,9.444712777,1,3,5,4,1.555287223,1.555287223,2.555287223,0.444712777,12.55528722,1.555287223,1,152.3341383,1
1,2.15308998,14.72963497,1,3.42345501,3.15308998,4,5,0.57654499,3,0.42345501,20.84691002,2,1,142.15309,1
1,1,8.966681537,0,3.983340768,4.016659232,4,5,1,3,1,12.98334077,1.983340768,1,146.0333185,1
9.185274639,1,8,1,2.758398724,3.758398724,3,3.483202553,1.516797447,7,1,14.75839872,0.241601276,0.483202553,120.7583987,1
1,1,7,0,3,5,4,5,0.681282111,3,1,12,1,1,148,1
18,3,8,1,2,3,2,1.284015306,2,5,0,16,0.715984694,3,152,1
18.57070233,2.214648834,30.60732442,0.607324417,4,4,0,3.82197325,1.214648834,6.036622084,0.607324417,13.60732442,6.534080249,4.092167216,228.6073244,1
0,1,18.72400968,0.08857834,2,4,3,2.91142166,0.177156679,2,1,13.91142166,0,6.468529962,124,1
1,1,25,1,3,5,4,1.323127724,2,3,1,14,1,2,149,1
1,3,26,1,4,2.064094711,2,1.064094711,2,10,1,14,1.064094711,5,178,1
0.40385735,2.192285299,11.40385735,1,2.40385735,4,2.807714701,3,2,2.40385735,1,12.21157205,0.40385735,3,157.8077147,1
1,1,21.21874353,0.739581177,4,4,4,2.739581177,0.739581177,3,0.260418823,12.73958118,2,2.479162354,150.7395812,1
1.843879562,2.578060219,9,0,3,5.210969891,4,2,1.789030109,8.367090328,0.210969891,14.78903011,1,1,153,1
6.934812432,1,13.15837799,1,3,3.316755985,3,5,1.683244015,3.683244015,1,13.52486602,0.158377992,3.63351197,121.841622,1
0,2.969646194,17.90893858,0,2.4,2.030353806,3,3.969646194,1.939292389,2,0,15,0.030353806,0.060707611,127,1
0.843812864,3,12.46856141,1,3.843812864,4,4,4.156187136,1.843812864,3.156187136,0.843812864,14.53143859,2,1.156187136,144,1
8,1,7.539670949,1,3.539670949,4,4,4,1,3,1,13,2.539670949,4,148,1
0.78241206,1.43517588,6.78241206,0.21758794,3.78241206,2.43517588,0.43517588,4.21758794,1.78241206,2.78241206,0,11.78241206,3.78241206,7.78241206,198.5648241,1
1,3,10.86622186,1,3,5.866221855,0,1.866221855,0.133778145,3,0.133778145,12,7.46488742,9.678932452,228.8662219,1
1,1,31.95330717,1,3.046692832,4.046692832,4,1.953307168,2,3,1,25,2,1.953307168,152.8132287,1
0,1,21.24427789,0,2,1.145331175,3,4.854668825,2,2,0.072665588,15.78200324,14.20067854,13.49134089,126.7820032,1
1.80090658,1.39818684,8.19909342,1,2.19909342,3.39818684,1.19909342,2.39818684,1.19909342,8.19909342,0.19909342,11.39818684,6.20362632,12.84616474,222.3981868,1
1,3,7,0,3,5,4,3,1,8,1,20,1.652177653,3,153,1
0,1,15.54955757,0,2,2.240469698,3,3.759530302,2,2,0.620234849,14.13929545,8.177416661,9.658356057,125.1392955,1
1,2.089602171,18.63440326,0.455198915,3.455198915,4,1.089602171,3,1.544801085,6.365596744,0.544801085,12,2.544801085,7.801437612,224.4551989,1
1,1.251286985,9,0.874356508,3,5,4,4.623069523,2,9,0,12.37693048,1,1,151.251287,1
4.261632098,3,14.71027202,0.289727984,2,4.710272016,2,3.579455967,2,8.420544033,0,14.15891193,0,2.710272016,153,1
0.761248229,1,32.71625531,0,3.522496458,4,3.522496458,3.761248229,1.238751771,2.761248229,0.761248229,20.47750354,1.477503542,8.761248229,145,1
1,1.427085709,12.21354285,0,3,4.427085709,4,3.786457146,1.786457146,2,0,17.78645715,1,2.572914291,149,1
18.53313398,1,14.41114434,0.411144336,3,5.411144336,0,3.766566991,1.411144336,6.944278318,0.588855664,15.41114434,1.588855664,4.235542265,227.8780104,1
0,1,23.5488692,0.704031453,3,3.295968547,3,4.295968547,2,3.479842737,1,22.11209436,1,0,124.7040315,1
0,1,8,1,3,3,4,1,0.782547068,7,1,13,0.434905864,2,137,1
1,3,10.10003664,0.63332112,3,4,4,4.266642241,1.36667888,2.36667888,0.36667888,12.73335776,2,2.266642241,154.6333211,1
0,1,14.92911925,1,2,3,3,3.390917427,1,2,0.390917427,18.82724772,0.609082573,0,124,1
0.976456529,1.047086941,28.92936959,0,3,4.023543471,3.952913059,3,1,5.952913059,1,11.97645653,0.976456529,2,146,1
0.954666357,2.909332714,9,0,2.954666357,4.909332714,4,3,2,2.954666357,0,13.90933271,2.181334572,3.181334572,144.8186654,1
0,3,30,1,2,1,4,5,2,2,0,17,0.199862417,0,111,1
0,1,6.724976762,1,2.393327137,3,3,1.966635683,2,2,1,12.51668216,5.758341079,7.758341079,128.4499535,1
0.258541794,1,31,1,2.372785074,3.068037314,3,1.204111942,2,2.204111942,1,23.72785074,0,1.068037314,127.6598134,1
0,1,8,1,2.316904138,4.366191725,3.316904138,1.683095862,0,6.316904138,1,13,2,2,135.6338083,1
1,1,25.80038365,0.266794549,3.733205451,4,4,1.533589099,1.733205451,3,0,20.26679455,2,1,151.1996164,1
0,1,8,1,2,3,4,3,2,7,0,17,0.9881484,1,144,1
1,1,11,1,3,4,4,1.22227209,2,13.00044881,1,24,2,1,148,1
1,1,12.43329176,1,3.858322939,2.425031183,4,4.574968817,1.141677061,3,0.858322939,22.14167706,1,1,140.2916147,1
1,3,21.9140486,0,4,4,0.310271829,5,2,4.155135915,1,20.53459226,1.844864085,3.662054366,210.3794563,1
0,1.359675561,13.7754809,1,2,4,3,5,1.640324439,6.920973316,0.359675561,12.43870224,1.359675561,0,124.9209733,1
1,3,20.62553131,0.312765657,3,4.625531313,2,3.06170303,1.687234343,7.312765657,0.312765657,12.93829697,2,1.625531313,181.7489374,1
0.500534716,1.625668395,26.45026736,1,2,3.312834198,3,4,1.312834198,2.687165802,1,13,1,1.374331605,123.0614974,1
1,2.878188914,13.12181109,0,3.060905543,5.878188914,4,3.121811086,1,2.060905543,0.060905543,17.06090554,1,1,149,1
6.343443584,1.596869469,8.665948009,0.701565266,2.701565266,3.298434734,3,4,1.298434734,2,1,11.70156527,1.701565266,2.701565266,122.7015653,1
5.790172447,3,6,0,2.990172447,4,3,4,2,2,1,11,1,2,122,1
1,1.590817413,9.409182587,1,3,5,4,1.409182587,1.181634825,2.590817413,0.409182587,12.59081741,1,1,152.2275478,1
7,2,6,1,3,4,0,5,0.329379269,10,0,14,2,6,205,1
1,3,7.693377539,1,4,4,4,3,0.693377539,5,0,16,2,3,154,1
0,1.467509054,14.23375453,1,3,4,4,3.467509054,1.766245473,2.467509054,0.766245473,11.23375453,1.233754527,2,140.9350181,1
1,1,17,0.695905364,3,4.304094636,3.304094636,3.608189272,2,3,0.695905364,12.60818927,1,1.695905364,136.2163785,1
1,1,30.43488104,1,3,4,4,3.811627014,1,3,0.811627014,18.56511896,1.188372986,1,149,1
0,2.412166479,31.11824972,1,2.706083239,3.293916761,2,1.587833521,1,2.587833521,1,11.58783352,0.293916761,5.942582676,156.8817503,1
0,1,12.64632636,0.44632636,2.55367364,4,3,4.55367364,1.55367364,2,0.55367364,15,0.44632636,0,126,1
0,1,10.09192589,0.727018527,2.727018527,3,3,4.454037054,1.727018527,2.545962946,1,11.54596295,4.727018527,7,133,1
1.6,1,8,1,3,3,4,4,2,2,0,12,0.307079771,0,114,1
1,3,20.02526306,0.012631528,3,4.025263055,2,3.962105417,1.987368472,7.012631528,0.012631528,12.03789458,1,1.025263055,182.9494739,1
8.874194879,3,14.87419488,1,3.774838976,4.774838976,0.450322048,1.675483073,2,3,0,17.45032205,4.225161024,9.659613542,220.549678,1
0.337682086,2.324635827,11.66231791,1,3,4.662317914,2.675364173,2.324635827,0.337682086,4.324635827,1,17.32463583,5.662317914,7,162,1
12.04840954,3,15,1,3,4,1.219363817,2.219363817,0.780636183,3.829045725,0.609681908,15.39031809,2.390318092,5.170954275,194.1709543,1
0,1,8.196236291,1,2.915098454,3.915098454,3,4.745295363,1.830196909,6.915098454,0.084901546,13,0.915098454,6.745295363,124,1
11,3,11.19417614,0,3,3,3,3,1,3,1,11,3.530913575,7,127,1
0,1,16,0.751798164,2,3.248201836,4,3.496403673,2,2,0.751798164,11.49640367,0.751798164,0.751798164,110.9928073,1
0,3,10,1,2,3,0,5,2,1,1,22,2.568268616,7,196,1
1,1,32,0,4,4,4,4,1,3,1,20,2.647995219,9,145,1
8,1,8.948869828,1,3.525565086,4,4,4.474434914,1,4.423304742,0.525565086,13,2.525565086,3.525565086,148.4744349,1
1.468617027,1,20.26781915,1,2.666223403,4.333776597,3,2.335106388,1.666223403,2,1,23.6662234,0.666223403,0,123.6662234,1
3.94480618,1,31.5793134,1,3,4,4,2.420686597,1.579313403,3.841373194,1,24.15862681,1.579313403,1.579313403,154.6827464,1
0.110999389,1.110999389,29,0.889000611,2.110999389,4.110999389,2.221998778,3.110999389,0.110999389,3.889000611,0.889000611,13,1.110999389,1,158.4450031,1
0,3,30,0,2,4,2,4,2,1,1,23,3.138609969,10,146,1
0.631722418,1.736555163,33.10483275,1,3,5,3.263444837,4.368277582,2,7.104832745,0.631722418,19.89516725,1.631722418,2.631722418,148.7365552,1
5.925008612,1,12.07499139,1,3.518747847,4,4,5,1.037495694,5.481252153,0.518747847,14.03749569,1.481252153,3.518747847,147.9625043,1
0.08186481,1.102331013,8.153496519,0.051165506,3,3,3.051165506,4.948834494,1.051165506,2,1,12.10233101,1,0,120.897669,1
4.602848659,3,14.76714144,0.232858557,2,4.767141443,2,3.465717114,2,8.534282886,0,13.93143423,1,2.767141443,153,1
1,1,35,1,3.507998271,4.015996541,2,5,1.507998271,6.476005188,0.492001729,20.01599654,1,2.031993082,167.5079983,1
0,2.310235284,15.06204706,0.689764716,2,4.310235284,3,4.379529433,1,3.759058865,0.689764716,15.31023528,0.689764716,0,123.3102353,1
16,1,8,0,3,4,0,1,1,1,0,16,0.818236402,9,202,1
1,1,9,0,3,4,4,5,0.504132842,9,0,21,2,8,152,1
0,3,33,0,2,3,0,1.677190207,0.322809793,2,0,22,0.677190207,9,176,1
11.10972917,1.741892357,27.29053822,0.258107643,2.741892357,3.516215286,3,3.741892357,1.258107643,1.258107643,0.741892357,11.25810764,0.258107643,3.22567707,121.5162153,1
17.85594167,1,10.31992709,0,2.536014583,4,0,2.85594167,1,4.247897922,0.463985417,15.07202917,0.463985417,9,201.0720292,1
1,1.266568516,16.86671574,1,3,4,3.133284258,2.733431484,2,3,0.866715742,12.26656852,1,1.866715742,135.1332843,1
1,1,11,1,3,4,4,1.927745733,0.072254267,3,1,16,5.927745733,7,162,1
